"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"687","15",101100000,101200000,"train","X0","brain","99.9.",1
"688","15",101600000,101700000,"train","X0","brain","99.9.",1
"689","15",101800000,101900000,"train","X0","brain","99.9.",1
"690","15",101900000,1.02e+08,"train","X0","brain","99.9.",1
"691","15",102100000,102200000,"train","X0","brain","99.9.",1
"692","16",21600000,21700000,"train","X0","brain","99.9.",1
"693","16",2.3e+07,23100000,"train","X0","brain","99.9.",1
"694","16",2.4e+07,24100000,"train","X0","brain","99.9.",1
"695","16",31400000,31500000,"train","X0","brain","99.9.",1
"696","16",34300000,34400000,"train","X0","brain","99.9.",1
"698","16",64100000,64200000,"train","X0","brain","99.9.",1
"701","17",2e+05,3e+05,"train","X0","brain","99.9.",1
"702","17",15800000,15900000,"train","X0","brain","99.9.",1
"703","17",1.6e+07,16100000,"train","X0","brain","99.9.",1
"705","17",17400000,17500000,"train","X0","brain","99.9.",1
"706","17",26700000,26800000,"train","X0","brain","99.9.",1
"708","17",31900000,3.2e+07,"train","X0","brain","99.9.",1
"709","17",32700000,32800000,"train","X0","brain","99.9.",1
"710","17",32800000,32900000,"train","X0","brain","99.9.",1
"711","17",35700000,35800000,"train","X0","brain","99.9.",1
"712","17",40400000,40500000,"train","X0","brain","99.9.",1
"713","17",40800000,40900000,"train","X0","brain","99.9.",1
"715","17",43400000,43500000,"train","X0","brain","99.9.",1
"716","17",45200000,45300000,"train","X0","brain","99.9.",1
"719","17",48900000,4.9e+07,"train","X0","brain","99.9.",1
"720","17",50400000,50500000,"train","X0","brain","99.9.",1
"723","17",55100000,55200000,"train","X0","brain","99.9.",1
"724","17",55200000,55300000,"train","X0","brain","99.9.",1
"725","17",57500000,57600000,"train","X0","brain","99.9.",1
"726","17",58300000,58400000,"train","X0","brain","99.9.",1
"727","17",6.2e+07,62100000,"train","X0","brain","99.9.",1
"728","17",64300000,64400000,"train","X0","brain","99.9.",1
"730","17",75300000,75400000,"train","X0","brain","99.9.",1
"732","18",39600000,39700000,"train","X0","brain","99.9.",1
"733","18",40500000,40600000,"train","X0","brain","99.9.",1
"734","18",40700000,40800000,"train","X0","brain","99.9.",1
"735","18",40800000,40900000,"train","X0","brain","99.9.",1
"736","18",41400000,41500000,"train","X0","brain","99.9.",1
"738","18",42800000,42900000,"train","X0","brain","99.9.",1
"739","18",43400000,43500000,"train","X0","brain","99.9.",1
"742","18",4.5e+07,45100000,"train","X0","brain","99.9.",1
"743","18",56800000,56900000,"train","X0","brain","99.9.",1
"744","18",70200000,70300000,"train","X0","brain","99.9.",1
"746","18",76300000,76400000,"train","X0","brain","99.9.",1
"747","18",77300000,77400000,"train","X0","brain","99.9.",1
"748","19",5e+05,6e+05,"train","X0","brain","99.9.",1
"749","19",2200000,2300000,"train","X0","brain","99.9.",1
"750","19",10600000,10700000,"train","X0","brain","99.9.",1
"751","19",10700000,10800000,"train","X0","brain","99.9.",1
"752","19",13600000,13700000,"train","X0","brain","99.9.",1
"753","19",15400000,15500000,"train","X0","brain","99.9.",1
"754","19",16400000,16500000,"train","X0","brain","99.9.",1
"755","19",16700000,16800000,"train","X0","brain","99.9.",1
"757","19",28300000,28400000,"train","X0","brain","99.9.",1
"760","19",53900000,5.4e+07,"train","X0","brain","99.9.",1
"762","19",54900000,5.5e+07,"train","X0","brain","99.9.",1
"763","20",26100000,26200000,"train","X0","brain","99.9.",1
"765","20",3.1e+07,31100000,"train","X0","brain","99.9.",1
"768","20",37100000,37200000,"train","X0","brain","99.9.",1
"779","22",23100000,23200000,"train","X0","brain","99.9.",1
"780","22",23200000,23300000,"train","X0","brain","99.9.",1
"781","22",2.5e+07,25100000,"train","X0","brain","99.9.",1
"784","X",2800000,2900000,"train","X0","brain","99.9.",1
"785","X",24100000,24200000,"train","X0","brain","99.9.",1
"786","X",30300000,30400000,"train","X0","brain","99.9.",1
"788","X",4.8e+07,48100000,"train","X0","brain","99.9.",1
"789","X",49200000,49300000,"train","X0","brain","99.9.",1
"790","X",49300000,49400000,"train","X0","brain","99.9.",1
"791","X",65900000,6.6e+07,"train","X0","brain","99.9.",1
"792","X",7.1e+07,71100000,"train","X0","brain","99.9.",1
"793","X",72200000,72300000,"train","X0","brain","99.9.",1
"795","X",73800000,73900000,"train","X0","brain","99.9.",1
"796","X",78600000,78700000,"train","X0","brain","99.9.",1
"797","X",8.7e+07,87100000,"train","X0","brain","99.9.",1
"799","X",91200000,91300000,"train","X0","brain","99.9.",1
"801","X",92100000,92200000,"train","X0","brain","99.9.",1
"802","X",93800000,93900000,"train","X0","brain","99.9.",1
"806","X",119900000,1.2e+08,"train","X0","brain","99.9.",1
"807","X",120300000,120400000,"train","X0","brain","99.9.",1
"808","X",120400000,120500000,"train","X0","brain","99.9.",1
"809","X",121400000,121500000,"train","X0","brain","99.9.",1
"810","X",121800000,121900000,"train","X0","brain","99.9.",1
"813","X",130800000,130900000,"train","X0","brain","99.9.",1
"814","X",1.31e+08,131100000,"train","X0","brain","99.9.",1
"815","X",133300000,133400000,"train","X0","brain","99.9.",1
"817","X",144500000,144600000,"train","X0","brain","99.9.",1
"818","X",1.49e+08,149100000,"train","X0","brain","99.9.",1
"211","6",119500000,119600000,"train","X1","brain","99.9.",1
"214","6",157600000,157700000,"train","X1","brain","99.9.",1
"217","6",170700000,170800000,"train","X1","brain","99.9.",1
"266","7",138500000,138600000,"train","X1","brain","99.9.",1
"268","7",140400000,140500000,"train","X1","brain","99.9.",1
"315","9",140200000,140300000,"train","X1","brain","99.9.",1
"335","11",55400000,55500000,"train","X1","brain","99.9.",1
"397","14",60900000,6.1e+07,"train","X1","brain","99.9.",1
"745","18",75700000,75800000,"train","X1","brain","99.9.",1
"766","20",33200000,33300000,"train","X1","brain","99.9.",1
"770","20",59900000,6e+07,"train","X1","brain","99.9.",1
"771","20",60500000,60600000,"train","X1","brain","99.9.",1
"772","21",41300000,41400000,"train","X1","brain","99.9.",1
"774","21",42900000,4.3e+07,"train","X1","brain","99.9.",1
"775","21",4.3e+07,43100000,"train","X1","brain","99.9.",1
"9","1",82100000,82200000,"test","X0","brain","99.9.",1
"10","1",83300000,83400000,"test","X0","brain","99.9.",1
"12","1",1.45e+08,145100000,"test","X0","brain","99.9.",1
"13","1",145100000,145200000,"test","X0","brain","99.9.",1
"14","1",148800000,148900000,"test","X0","brain","99.9.",1
"23","2",15900000,1.6e+07,"test","X0","brain","99.9.",1
"24","2",16100000,16200000,"test","X0","brain","99.9.",1
"26","2",17600000,17700000,"test","X0","brain","99.9.",1
"30","2",48500000,48600000,"test","X0","brain","99.9.",1
"36","2",88600000,88700000,"test","X0","brain","99.9.",1
"38","2",110100000,110200000,"test","X0","brain","99.9.",1
"46","2",120500000,120600000,"test","X0","brain","99.9.",1
"47","2",120600000,120700000,"test","X0","brain","99.9.",1
"50","2",121100000,121200000,"test","X0","brain","99.9.",1
"52","2",121700000,121800000,"test","X0","brain","99.9.",1
"53","2",121800000,121900000,"test","X0","brain","99.9.",1
"57","2",149700000,149800000,"test","X0","brain","99.9.",1
"59","2",152700000,152800000,"test","X0","brain","99.9.",1
"63","2",170400000,170500000,"test","X0","brain","99.9.",1
"64","2",183700000,183800000,"test","X0","brain","99.9.",1
"67","2",200200000,200300000,"test","X0","brain","99.9.",1
"68","2",2.07e+08,207100000,"test","X0","brain","99.9.",1
"70","2",233300000,233400000,"test","X0","brain","99.9.",1
"74","3",4900000,5e+06,"test","X0","brain","99.9.",1
"75","3",36300000,36400000,"test","X0","brain","99.9.",1
"76","3",45400000,45500000,"test","X0","brain","99.9.",1
"78","3",53800000,53900000,"test","X0","brain","99.9.",1
"80","3",62400000,62500000,"test","X0","brain","99.9.",1
"82","3",80800000,80900000,"test","X0","brain","99.9.",1
"88","3",130500000,130600000,"test","X0","brain","99.9.",1
"90","3",1.31e+08,131100000,"test","X0","brain","99.9.",1
"94","3",142200000,142300000,"test","X0","brain","99.9.",1
"95","3",178500000,178600000,"test","X0","brain","99.9.",1
"96","3",195200000,195300000,"test","X0","brain","99.9.",1
"97","3",195400000,195500000,"test","X0","brain","99.9.",1
"98","3",195500000,195600000,"test","X0","brain","99.9.",1
"102","4",1600000,1700000,"test","X0","brain","99.9.",1
"107","4",7300000,7400000,"test","X0","brain","99.9.",1
"113","4",21800000,21900000,"test","X0","brain","99.9.",1
"118","4",24700000,24800000,"test","X0","brain","99.9.",1
"120","4",28900000,2.9e+07,"test","X0","brain","99.9.",1
"142","4",116600000,116700000,"test","X0","brain","99.9.",1
"144","4",116900000,1.17e+08,"test","X0","brain","99.9.",1
"149","4",125400000,125500000,"test","X0","brain","99.9.",1
"151","4",127200000,127300000,"test","X0","brain","99.9.",1
"152","4",127400000,127500000,"test","X0","brain","99.9.",1
"154","4",129100000,129200000,"test","X0","brain","99.9.",1
"155","4",134400000,134500000,"test","X0","brain","99.9.",1
"156","4",1.38e+08,138100000,"test","X0","brain","99.9.",1
"157","4",139900000,1.4e+08,"test","X0","brain","99.9.",1
"160","4",159800000,159900000,"test","X0","brain","99.9.",1
"162","4",164100000,164200000,"test","X0","brain","99.9.",1
"165","4",164500000,164600000,"test","X0","brain","99.9.",1
"170","4",1.7e+08,170100000,"test","X0","brain","99.9.",1
"171","4",170300000,170400000,"test","X0","brain","99.9.",1
"172","4",170400000,170500000,"test","X0","brain","99.9.",1
"174","4",171800000,171900000,"test","X0","brain","99.9.",1
"178","4",189200000,189300000,"test","X0","brain","99.9.",1
"184","5",14300000,14400000,"test","X0","brain","99.9.",1
"186","5",25800000,25900000,"test","X0","brain","99.9.",1
"188","5",54100000,54200000,"test","X0","brain","99.9.",1
"195","5",1.03e+08,103100000,"test","X0","brain","99.9.",1
"196","5",103700000,103800000,"test","X0","brain","99.9.",1
"199","5",176100000,176200000,"test","X0","brain","99.9.",1
"200","5",176400000,176500000,"test","X0","brain","99.9.",1
"202","5",1.8e+08,180100000,"test","X0","brain","99.9.",1
"204","5",180400000,180500000,"test","X0","brain","99.9.",1
"207","6",30200000,30300000,"test","X0","brain","99.9.",1
"210","6",105500000,105600000,"test","X0","brain","99.9.",1
"224","7",15100000,15200000,"test","X0","brain","99.9.",1
"226","7",20800000,20900000,"test","X0","brain","99.9.",1
"227","7",26100000,26200000,"test","X0","brain","99.9.",1
"228","7",41600000,41700000,"test","X0","brain","99.9.",1
"229","7",51700000,51800000,"test","X0","brain","99.9.",1
"230","7",56500000,56600000,"test","X0","brain","99.9.",1
"231","7",57400000,57500000,"test","X0","brain","99.9.",1
"234","7",79700000,79800000,"test","X0","brain","99.9.",1
"240","7",9.1e+07,91100000,"test","X0","brain","99.9.",1
"242","7",91400000,91500000,"test","X0","brain","99.9.",1
"247","7",9.2e+07,92100000,"test","X0","brain","99.9.",1
"249","7",92200000,92300000,"test","X0","brain","99.9.",1
"252","7",92500000,92600000,"test","X0","brain","99.9.",1
"254","7",1.01e+08,101100000,"test","X0","brain","99.9.",1
"256","7",105800000,105900000,"test","X0","brain","99.9.",1
"257","7",105900000,1.06e+08,"test","X0","brain","99.9.",1
"260","7",106400000,106500000,"test","X0","brain","99.9.",1
"267","7",140100000,140200000,"test","X0","brain","99.9.",1
"274","7",158100000,158200000,"test","X0","brain","99.9.",1
"277","8",3400000,3500000,"test","X0","brain","99.9.",1
"279","8",9600000,9700000,"test","X0","brain","99.9.",1
"280","8",10500000,10600000,"test","X0","brain","99.9.",1
"281","8",10700000,10800000,"test","X0","brain","99.9.",1
"288","8",29100000,29200000,"test","X0","brain","99.9.",1
"293","8",48900000,4.9e+07,"test","X0","brain","99.9.",1
"302","9",33700000,33800000,"test","X0","brain","99.9.",1
"303","9",84900000,8.5e+07,"test","X0","brain","99.9.",1
"311","9",112300000,112400000,"test","X0","brain","99.9.",1
"316","10",5800000,5900000,"test","X0","brain","99.9.",1
"318","10",2.9e+07,29100000,"test","X0","brain","99.9.",1
"319","10",29100000,29200000,"test","X0","brain","99.9.",1
"320","10",48400000,48500000,"test","X0","brain","99.9.",1
"324","10",87200000,87300000,"test","X0","brain","99.9.",1
"325","10",133200000,133300000,"test","X0","brain","99.9.",1
"329","11",38200000,38300000,"test","X0","brain","99.9.",1
"334","11",43800000,43900000,"test","X0","brain","99.9.",1
"338","11",93900000,9.4e+07,"test","X0","brain","99.9.",1
"339","11",118900000,1.19e+08,"test","X0","brain","99.9.",1
"344","12",3500000,3600000,"test","X0","brain","99.9.",1
"348","12",6700000,6800000,"test","X0","brain","99.9.",1
"349","12",7500000,7600000,"test","X0","brain","99.9.",1
"354","12",1.2e+07,12100000,"test","X0","brain","99.9.",1
"355","12",17700000,17800000,"test","X0","brain","99.9.",1
"358","12",20300000,20400000,"test","X0","brain","99.9.",1
"359","12",20400000,20500000,"test","X0","brain","99.9.",1
"360","12",20500000,20600000,"test","X0","brain","99.9.",1
"367","12",23500000,23600000,"test","X0","brain","99.9.",1
"369","12",30100000,30200000,"test","X0","brain","99.9.",1
"370","12",31800000,31900000,"test","X0","brain","99.9.",1
"371","12",32200000,32300000,"test","X0","brain","99.9.",1
"372","12",32300000,32400000,"test","X0","brain","99.9.",1
"379","13",2.8e+07,28100000,"test","X0","brain","99.9.",1
"381","13",50500000,50600000,"test","X0","brain","99.9.",1
"391","14",19300000,19400000,"test","X0","brain","99.9.",1
"395","14",26800000,26900000,"test","X0","brain","99.9.",1
"398","14",79900000,8e+07,"test","X0","brain","99.9.",1
"402","14",106300000,106400000,"test","X0","brain","99.9.",1
"403","14",106800000,106900000,"test","X0","brain","99.9.",1
"404","14",1.07e+08,107100000,"test","X0","brain","99.9.",1
"408","15",24800000,24900000,"test","X0","brain","99.9.",1
"409","15",25300000,25400000,"test","X0","brain","99.9.",1
"410","15",25600000,25700000,"test","X0","brain","99.9.",1
"418","15",27500000,27600000,"test","X0","brain","99.9.",1
"420","15",27800000,27900000,"test","X0","brain","99.9.",1
"421","15",27900000,2.8e+07,"test","X0","brain","99.9.",1
"424","15",2.9e+07,29100000,"test","X0","brain","99.9.",1
"425","15",29300000,29400000,"test","X0","brain","99.9.",1
"435","15",3.4e+07,34100000,"test","X0","brain","99.9.",1
"438","15",34500000,34600000,"test","X0","brain","99.9.",1
"439","15",34600000,34700000,"test","X0","brain","99.9.",1
"440","15",34700000,34800000,"test","X0","brain","99.9.",1
"441","15",35400000,35500000,"test","X0","brain","99.9.",1
"447","15",36300000,36400000,"test","X0","brain","99.9.",1
"452","15",37300000,37400000,"test","X0","brain","99.9.",1
"463","15",39300000,39400000,"test","X0","brain","99.9.",1
"468","15",40900000,4.1e+07,"test","X0","brain","99.9.",1
"482","15",45100000,45200000,"test","X0","brain","99.9.",1
"484","15",45400000,45500000,"test","X0","brain","99.9.",1
"488","15",4.6e+07,46100000,"test","X0","brain","99.9.",1
"490","15",46900000,4.7e+07,"test","X0","brain","99.9.",1
"495","15",47800000,47900000,"test","X0","brain","99.9.",1
"498","15",49100000,49200000,"test","X0","brain","99.9.",1
"500","15",49800000,49900000,"test","X0","brain","99.9.",1
"504","15",50800000,50900000,"test","X0","brain","99.9.",1
"505","15",50900000,5.1e+07,"test","X0","brain","99.9.",1
"512","15",52400000,52500000,"test","X0","brain","99.9.",1
"514","15",53400000,53500000,"test","X0","brain","99.9.",1
"516","15",53900000,5.4e+07,"test","X0","brain","99.9.",1
"524","15",56300000,56400000,"test","X0","brain","99.9.",1
"526","15",56500000,56600000,"test","X0","brain","99.9.",1
"531","15",58200000,58300000,"test","X0","brain","99.9.",1
"536","15",58800000,58900000,"test","X0","brain","99.9.",1
"537","15",59100000,59200000,"test","X0","brain","99.9.",1
"538","15",59300000,59400000,"test","X0","brain","99.9.",1
"539","15",59400000,59500000,"test","X0","brain","99.9.",1
"540","15",59700000,59800000,"test","X0","brain","99.9.",1
"542","15",60100000,60200000,"test","X0","brain","99.9.",1
"549","15",61400000,61500000,"test","X0","brain","99.9.",1
"556","15",6.3e+07,63100000,"test","X0","brain","99.9.",1
"560","15",63400000,63500000,"test","X0","brain","99.9.",1
"567","15",64800000,64900000,"test","X0","brain","99.9.",1
"570","15",65700000,65800000,"test","X0","brain","99.9.",1
"573","15",66300000,66400000,"test","X0","brain","99.9.",1
"578","15",66900000,6.7e+07,"test","X0","brain","99.9.",1
"579","15",6.7e+07,67100000,"test","X0","brain","99.9.",1
"580","15",67200000,67300000,"test","X0","brain","99.9.",1
"583","15",68600000,68700000,"test","X0","brain","99.9.",1
"588","15",69600000,69700000,"test","X0","brain","99.9.",1
"592","15",70200000,70300000,"test","X0","brain","99.9.",1
"593","15",70300000,70400000,"test","X0","brain","99.9.",1
"601","15",73300000,73400000,"test","X0","brain","99.9.",1
"602","15",73600000,73700000,"test","X0","brain","99.9.",1
"603","15",74700000,74800000,"test","X0","brain","99.9.",1
"605","15",75200000,75300000,"test","X0","brain","99.9.",1
"607","15",7.6e+07,76100000,"test","X0","brain","99.9.",1
"608","15",76200000,76300000,"test","X0","brain","99.9.",1
"614","15",7.8e+07,78100000,"test","X0","brain","99.9.",1
