"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"394","6",84400000,84500000,"train","X0","bone","99.",1,"6",79800000,79900000,"train","X0","bone","99.",2,"6",79800000,79900000,"train","X0","bone","99.",3,"6",45800000,45900000,"train","X0","bone","99.",4,"6",76500000,76600000,"train","X0","bone","99.",5,"6",92600000,92700000,"train","X0","bone","99.",6,"6",97300000,97400000,"train","X0","bone","99.",7,"6",128800000,128900000,"train","X0","bone","99.",8,"6",84400000,84500000,"train","X0","bone","99.",9,"6",90500000,90600000,"train","X0","bone","99.",10,"6",32900000,3.3e+07,"train","X0","bone","99.",11,"6",78200000,78300000,"train","X0","bone","99.",12,"6",97300000,97400000,"train","X0","bone","99.",13,"6",78200000,78300000,"train","X0","bone","99.",14,"6",5.5e+07,55100000,"train","X0","bone","99.",15,"6",44200000,44300000,"train","X0","bone","99.",16,"6",79700000,79800000,"train","X0","bone","99.",17,"6",97300000,97400000,"train","X0","bone","99.",18,"6",90500000,90600000,"train","X0","bone","99.",19,"6",137100000,137200000,"train","X0","bone","99.",20,"6",87400000,87500000,"train","X0","bone","99.",21,"6",69700000,69800000,"train","X0","bone","99.",22,"6",84400000,84500000,"train","X0","bone","99.",23,"6",108200000,108300000,"train","X0","bone","99.",24,"6",157400000,157500000,"train","X0","bone","99.",25,"6",46300000,46400000,"train","X0","bone","99.",26,"6",46300000,46400000,"train","X0","bone","99.",27,"6",8e+07,80100000,"train","X0","bone","99.",28,"6",45700000,45800000,"train","X0","bone","99.",29,"6",84400000,84500000,"train","X0","bone","99.",30
"396","6",90500000,90600000,"train","X0","bone","99.",1,"6",8e+07,80100000,"train","X0","bone","99.",2,"6",8e+07,80100000,"train","X0","bone","99.",3,"6",46300000,46400000,"train","X0","bone","99.",4,"6",79700000,79800000,"train","X0","bone","99.",5,"6",108200000,108300000,"train","X0","bone","99.",6,"6",108200000,108300000,"train","X0","bone","99.",7,"6",134500000,134600000,"train","X0","bone","99.",8,"6",87400000,87500000,"train","X0","bone","99.",9,"6",92600000,92700000,"train","X0","bone","99.",10,"6",3.3e+07,33100000,"train","X0","bone","99.",11,"6",79700000,79800000,"train","X0","bone","99.",12,"6",108200000,108300000,"train","X0","bone","99.",13,"6",79200000,79300000,"train","X0","bone","99.",14,"6",56400000,56500000,"train","X0","bone","99.",15,"6",45500000,45600000,"train","X0","bone","99.",16,"6",79800000,79900000,"train","X0","bone","99.",17,"6",108200000,108300000,"train","X0","bone","99.",18,"6",97300000,97400000,"train","X0","bone","99.",19,"6",137500000,137600000,"train","X0","bone","99.",20,"6",90500000,90600000,"train","X0","bone","99.",21,"6",76500000,76600000,"train","X0","bone","99.",22,"6",87400000,87500000,"train","X0","bone","99.",23,"6",115600000,115700000,"train","X0","bone","99.",24,"6",157600000,157700000,"train","X0","bone","99.",25,"6",5.5e+07,55100000,"train","X0","bone","99.",26,"6",52900000,5.3e+07,"train","X0","bone","99.",27,"6",80600000,80700000,"train","X0","bone","99.",28,"6",46300000,46400000,"train","X0","bone","99.",29,"6",90500000,90600000,"train","X0","bone","99.",30
"397","6",92600000,92700000,"train","X0","bone","99.",1,"6",87400000,87500000,"train","X0","bone","99.",2,"6",87400000,87500000,"train","X0","bone","99.",3,"6",52900000,5.3e+07,"train","X0","bone","99.",4,"6",79800000,79900000,"train","X0","bone","99.",5,"6",115600000,115700000,"train","X0","bone","99.",6,"6",115600000,115700000,"train","X0","bone","99.",7,"6",137100000,137200000,"train","X0","bone","99.",8,"6",92600000,92700000,"train","X0","bone","99.",9,"6",97300000,97400000,"train","X0","bone","99.",10,"6",35700000,35800000,"train","X0","bone","99.",11,"6",79800000,79900000,"train","X0","bone","99.",12,"6",115600000,115700000,"train","X0","bone","99.",13,"6",79700000,79800000,"train","X0","bone","99.",14,"6",65600000,65700000,"train","X0","bone","99.",15,"6",45700000,45800000,"train","X0","bone","99.",16,"6",8e+07,80100000,"train","X0","bone","99.",17,"6",115600000,115700000,"train","X0","bone","99.",18,"6",108200000,108300000,"train","X0","bone","99.",19,"6",147700000,147800000,"train","X0","bone","99.",20,"6",97300000,97400000,"train","X0","bone","99.",21,"6",78200000,78300000,"train","X0","bone","99.",22,"6",90500000,90600000,"train","X0","bone","99.",23,"6",116400000,116500000,"train","X0","bone","99.",24,"6",159300000,159400000,"train","X0","bone","99.",25,"6",56400000,56500000,"train","X0","bone","99.",26,"6",65600000,65700000,"train","X0","bone","99.",27,"6",87400000,87500000,"train","X0","bone","99.",28,"6",5.5e+07,55100000,"train","X0","bone","99.",29,"6",97300000,97400000,"train","X0","bone","99.",30
"398","6",97300000,97400000,"train","X0","bone","99.",1,"6",90500000,90600000,"train","X0","bone","99.",2,"6",90500000,90600000,"train","X0","bone","99.",3,"6",5.5e+07,55100000,"train","X0","bone","99.",4,"6",8e+07,80100000,"train","X0","bone","99.",5,"6",116400000,116500000,"train","X0","bone","99.",6,"6",116400000,116500000,"train","X0","bone","99.",7,"6",137500000,137600000,"train","X0","bone","99.",8,"6",97300000,97400000,"train","X0","bone","99.",9,"6",108200000,108300000,"train","X0","bone","99.",10,"6",44200000,44300000,"train","X0","bone","99.",11,"6",8e+07,80100000,"train","X0","bone","99.",12,"6",128800000,128900000,"train","X0","bone","99.",13,"6",8e+07,80100000,"train","X0","bone","99.",14,"6",66200000,66300000,"train","X0","bone","99.",15,"6",45800000,45900000,"train","X0","bone","99.",16,"6",80600000,80700000,"train","X0","bone","99.",17,"6",116400000,116500000,"train","X0","bone","99.",18,"6",116400000,116500000,"train","X0","bone","99.",19,"6",157400000,157500000,"train","X0","bone","99.",20,"6",108200000,108300000,"train","X0","bone","99.",21,"6",79200000,79300000,"train","X0","bone","99.",22,"6",97300000,97400000,"train","X0","bone","99.",23,"6",128800000,128900000,"train","X0","bone","99.",24,"6",159900000,1.6e+08,"train","X0","bone","99.",25,"6",65600000,65700000,"train","X0","bone","99.",26,"6",66200000,66300000,"train","X0","bone","99.",27,"6",90500000,90600000,"train","X0","bone","99.",28,"6",56400000,56500000,"train","X0","bone","99.",29,"6",108200000,108300000,"train","X0","bone","99.",30
"401","6",115600000,115700000,"train","X0","bone","99.",1,"6",92600000,92700000,"train","X0","bone","99.",2,"6",92600000,92700000,"train","X0","bone","99.",3,"6",56400000,56500000,"train","X0","bone","99.",4,"6",87400000,87500000,"train","X0","bone","99.",5,"6",159300000,159400000,"train","X0","bone","99.",6,"6",128800000,128900000,"train","X0","bone","99.",7,"6",147700000,147800000,"train","X0","bone","99.",8,"6",115600000,115700000,"train","X0","bone","99.",9,"6",115600000,115700000,"train","X0","bone","99.",10,"6",45500000,45600000,"train","X0","bone","99.",11,"6",80600000,80700000,"train","X0","bone","99.",12,"6",134500000,134600000,"train","X0","bone","99.",13,"6",80600000,80700000,"train","X0","bone","99.",14,"6",67200000,67300000,"train","X0","bone","99.",15,"6",46300000,46400000,"train","X0","bone","99.",16,"6",90500000,90600000,"train","X0","bone","99.",17,"6",128800000,128900000,"train","X0","bone","99.",18,"6",128800000,128900000,"train","X0","bone","99.",19,"6",159300000,159400000,"train","X0","bone","99.",20,"6",115600000,115700000,"train","X0","bone","99.",21,"6",79800000,79900000,"train","X0","bone","99.",22,"6",115600000,115700000,"train","X0","bone","99.",23,"6",137500000,137600000,"train","X0","bone","99.",24,"6",1.6e+08,160100000,"train","X0","bone","99.",25,"6",67200000,67300000,"train","X0","bone","99.",26,"6",69700000,69800000,"train","X0","bone","99.",27,"6",92600000,92700000,"train","X0","bone","99.",28,"6",65600000,65700000,"train","X0","bone","99.",29,"6",115600000,115700000,"train","X0","bone","99.",30
"402","6",116400000,116500000,"train","X0","bone","99.",1,"6",97300000,97400000,"train","X0","bone","99.",2,"6",97300000,97400000,"train","X0","bone","99.",3,"6",65600000,65700000,"train","X0","bone","99.",4,"6",90500000,90600000,"train","X0","bone","99.",5,"6",159900000,1.6e+08,"train","X0","bone","99.",6,"6",137100000,137200000,"train","X0","bone","99.",7,"6",157400000,157500000,"train","X0","bone","99.",8,"6",116400000,116500000,"train","X0","bone","99.",9,"6",128800000,128900000,"train","X0","bone","99.",10,"6",52900000,5.3e+07,"train","X0","bone","99.",11,"6",84400000,84500000,"train","X0","bone","99.",12,"6",147700000,147800000,"train","X0","bone","99.",13,"6",87400000,87500000,"train","X0","bone","99.",14,"6",76500000,76600000,"train","X0","bone","99.",15,"6",52900000,5.3e+07,"train","X0","bone","99.",16,"6",92600000,92700000,"train","X0","bone","99.",17,"6",134500000,134600000,"train","X0","bone","99.",18,"6",134500000,134600000,"train","X0","bone","99.",19,"6",159900000,1.6e+08,"train","X0","bone","99.",20,"6",116400000,116500000,"train","X0","bone","99.",21,"6",84400000,84500000,"train","X0","bone","99.",22,"6",116400000,116500000,"train","X0","bone","99.",23,"6",147700000,147800000,"train","X0","bone","99.",24,"6",160600000,160700000,"train","X0","bone","99.",25,"6",69700000,69800000,"train","X0","bone","99.",26,"6",76500000,76600000,"train","X0","bone","99.",27,"6",97300000,97400000,"train","X0","bone","99.",28,"6",66200000,66300000,"train","X0","bone","99.",29,"6",116400000,116500000,"train","X0","bone","99.",30
"404","6",128800000,128900000,"train","X0","bone","99.",1,"6",108200000,108300000,"train","X0","bone","99.",2,"6",108200000,108300000,"train","X0","bone","99.",3,"6",67200000,67300000,"train","X0","bone","99.",4,"6",92600000,92700000,"train","X0","bone","99.",5,"6",1.6e+08,160100000,"train","X0","bone","99.",6,"6",137500000,137600000,"train","X0","bone","99.",7,"6",159300000,159400000,"train","X0","bone","99.",8,"6",128800000,128900000,"train","X0","bone","99.",9,"6",137100000,137200000,"train","X0","bone","99.",10,"6",5.5e+07,55100000,"train","X0","bone","99.",11,"6",90500000,90600000,"train","X0","bone","99.",12,"6",157400000,157500000,"train","X0","bone","99.",13,"6",90500000,90600000,"train","X0","bone","99.",14,"6",79200000,79300000,"train","X0","bone","99.",15,"6",5.5e+07,55100000,"train","X0","bone","99.",16,"6",97300000,97400000,"train","X0","bone","99.",17,"6",137500000,137600000,"train","X0","bone","99.",18,"6",137100000,137200000,"train","X0","bone","99.",19,"6",1.6e+08,160100000,"train","X0","bone","99.",20,"6",128800000,128900000,"train","X0","bone","99.",21,"6",90500000,90600000,"train","X0","bone","99.",22,"6",128800000,128900000,"train","X0","bone","99.",23,"6",157600000,157700000,"train","X0","bone","99.",24,"6",165900000,1.66e+08,"train","X0","bone","99.",25,"6",76500000,76600000,"train","X0","bone","99.",26,"6",79200000,79300000,"train","X0","bone","99.",27,"6",115600000,115700000,"train","X0","bone","99.",28,"6",69700000,69800000,"train","X0","bone","99.",29,"6",128800000,128900000,"train","X0","bone","99.",30
"405","6",134500000,134600000,"train","X0","bone","99.",1,"6",115600000,115700000,"train","X0","bone","99.",2,"6",116400000,116500000,"train","X0","bone","99.",3,"6",69700000,69800000,"train","X0","bone","99.",4,"6",97300000,97400000,"train","X0","bone","99.",5,"6",160600000,160700000,"train","X0","bone","99.",6,"6",147700000,147800000,"train","X0","bone","99.",7,"6",1.6e+08,160100000,"train","X0","bone","99.",8,"6",134500000,134600000,"train","X0","bone","99.",9,"6",137500000,137600000,"train","X0","bone","99.",10,"6",56400000,56500000,"train","X0","bone","99.",11,"6",92600000,92700000,"train","X0","bone","99.",12,"6",157600000,157700000,"train","X0","bone","99.",13,"6",92600000,92700000,"train","X0","bone","99.",14,"6",79800000,79900000,"train","X0","bone","99.",15,"6",56400000,56500000,"train","X0","bone","99.",16,"6",116400000,116500000,"train","X0","bone","99.",17,"6",147700000,147800000,"train","X0","bone","99.",18,"6",137500000,137600000,"train","X0","bone","99.",19,"6",160600000,160700000,"train","X0","bone","99.",20,"6",134500000,134600000,"train","X0","bone","99.",21,"6",92600000,92700000,"train","X0","bone","99.",22,"6",134500000,134600000,"train","X0","bone","99.",23,"6",159900000,1.6e+08,"train","X0","bone","99.",24,"6",169300000,169400000,"train","X0","bone","99.",25,"6",78200000,78300000,"train","X0","bone","99.",26,"6",79700000,79800000,"train","X0","bone","99.",27,"6",116400000,116500000,"train","X0","bone","99.",28,"6",79200000,79300000,"train","X0","bone","99.",29,"6",137100000,137200000,"train","X0","bone","99.",30
"407","6",137100000,137200000,"train","X0","bone","99.",1,"6",116400000,116500000,"train","X0","bone","99.",2,"6",128800000,128900000,"train","X0","bone","99.",3,"6",76500000,76600000,"train","X0","bone","99.",4,"6",108200000,108300000,"train","X0","bone","99.",5,"6",160700000,160800000,"train","X0","bone","99.",6,"6",157400000,157500000,"train","X0","bone","99.",7,"6",160600000,160700000,"train","X0","bone","99.",8,"6",147700000,147800000,"train","X0","bone","99.",9,"6",147700000,147800000,"train","X0","bone","99.",10,"6",66200000,66300000,"train","X0","bone","99.",11,"6",97300000,97400000,"train","X0","bone","99.",12,"6",1.6e+08,160100000,"train","X0","bone","99.",13,"6",97300000,97400000,"train","X0","bone","99.",14,"6",8e+07,80100000,"train","X0","bone","99.",15,"6",65600000,65700000,"train","X0","bone","99.",16,"6",128800000,128900000,"train","X0","bone","99.",17,"6",157600000,157700000,"train","X0","bone","99.",18,"6",147700000,147800000,"train","X0","bone","99.",19,"6",169300000,169400000,"train","X0","bone","99.",20,"6",137100000,137200000,"train","X0","bone","99.",21,"6",97300000,97400000,"train","X0","bone","99.",22,"6",137100000,137200000,"train","X0","bone","99.",23,"6",1.6e+08,160100000,"train","X0","bone","99.",24,"7",1e+05,2e+05,"train","X0","bone","99.",25,"6",79700000,79800000,"train","X0","bone","99.",26,"6",79800000,79900000,"train","X0","bone","99.",27,"6",128800000,128900000,"train","X0","bone","99.",28,"6",8e+07,80100000,"train","X0","bone","99.",29,"6",137500000,137600000,"train","X0","bone","99.",30
"408","6",137500000,137600000,"train","X0","bone","99.",1,"6",128800000,128900000,"train","X0","bone","99.",2,"6",134500000,134600000,"train","X0","bone","99.",3,"6",78200000,78300000,"train","X0","bone","99.",4,"6",116400000,116500000,"train","X0","bone","99.",5,"6",165900000,1.66e+08,"train","X0","bone","99.",6,"6",157600000,157700000,"train","X0","bone","99.",7,"6",160700000,160800000,"train","X0","bone","99.",8,"6",157400000,157500000,"train","X0","bone","99.",9,"6",157400000,157500000,"train","X0","bone","99.",10,"6",67200000,67300000,"train","X0","bone","99.",11,"6",115600000,115700000,"train","X0","bone","99.",12,"6",160700000,160800000,"train","X0","bone","99.",13,"6",108200000,108300000,"train","X0","bone","99.",14,"6",80600000,80700000,"train","X0","bone","99.",15,"6",67200000,67300000,"train","X0","bone","99.",16,"6",137500000,137600000,"train","X0","bone","99.",17,"6",159300000,159400000,"train","X0","bone","99.",18,"6",157600000,157700000,"train","X0","bone","99.",19,"7",1e+05,2e+05,"train","X0","bone","99.",20,"6",137500000,137600000,"train","X0","bone","99.",21,"6",116400000,116500000,"train","X0","bone","99.",22,"6",137500000,137600000,"train","X0","bone","99.",23,"6",160700000,160800000,"train","X0","bone","99.",24,"7",1100000,1200000,"train","X0","bone","99.",25,"6",79800000,79900000,"train","X0","bone","99.",26,"6",8e+07,80100000,"train","X0","bone","99.",27,"6",134500000,134600000,"train","X0","bone","99.",28,"6",80600000,80700000,"train","X0","bone","99.",29,"6",147700000,147800000,"train","X0","bone","99.",30
"409","6",147700000,147800000,"train","X0","bone","99.",1,"6",134500000,134600000,"train","X0","bone","99.",2,"6",137100000,137200000,"train","X0","bone","99.",3,"6",79200000,79300000,"train","X0","bone","99.",4,"6",128800000,128900000,"train","X0","bone","99.",5,"6",169300000,169400000,"train","X0","bone","99.",6,"6",159300000,159400000,"train","X0","bone","99.",7,"6",165900000,1.66e+08,"train","X0","bone","99.",8,"6",159300000,159400000,"train","X0","bone","99.",9,"6",157600000,157700000,"train","X0","bone","99.",10,"6",69700000,69800000,"train","X0","bone","99.",11,"6",116400000,116500000,"train","X0","bone","99.",12,"6",165900000,1.66e+08,"train","X0","bone","99.",13,"6",115600000,115700000,"train","X0","bone","99.",14,"6",90500000,90600000,"train","X0","bone","99.",15,"6",78200000,78300000,"train","X0","bone","99.",16,"6",147700000,147800000,"train","X0","bone","99.",17,"6",159900000,1.6e+08,"train","X0","bone","99.",18,"6",159300000,159400000,"train","X0","bone","99.",19,"7",9e+05,1e+06,"train","X0","bone","99.",20,"6",147700000,147800000,"train","X0","bone","99.",21,"6",128800000,128900000,"train","X0","bone","99.",22,"6",147700000,147800000,"train","X0","bone","99.",23,"6",165900000,1.66e+08,"train","X0","bone","99.",24,"7",2800000,2900000,"train","X0","bone","99.",25,"6",8e+07,80100000,"train","X0","bone","99.",26,"6",80600000,80700000,"train","X0","bone","99.",27,"6",137500000,137600000,"train","X0","bone","99.",28,"6",84400000,84500000,"train","X0","bone","99.",29,"6",157400000,157500000,"train","X0","bone","99.",30
"410","6",157400000,157500000,"train","X0","bone","99.",1,"6",137100000,137200000,"train","X0","bone","99.",2,"6",137500000,137600000,"train","X0","bone","99.",3,"6",79700000,79800000,"train","X0","bone","99.",4,"6",134500000,134600000,"train","X0","bone","99.",5,"6",170300000,170400000,"train","X0","bone","99.",6,"6",159900000,1.6e+08,"train","X0","bone","99.",7,"6",170300000,170400000,"train","X0","bone","99.",8,"6",159900000,1.6e+08,"train","X0","bone","99.",9,"6",159300000,159400000,"train","X0","bone","99.",10,"6",76500000,76600000,"train","X0","bone","99.",11,"6",128800000,128900000,"train","X0","bone","99.",12,"6",170300000,170400000,"train","X0","bone","99.",13,"6",128800000,128900000,"train","X0","bone","99.",14,"6",92600000,92700000,"train","X0","bone","99.",15,"6",79700000,79800000,"train","X0","bone","99.",16,"6",157400000,157500000,"train","X0","bone","99.",17,"6",1.6e+08,160100000,"train","X0","bone","99.",18,"6",1.6e+08,160100000,"train","X0","bone","99.",19,"7",1100000,1200000,"train","X0","bone","99.",20,"6",157600000,157700000,"train","X0","bone","99.",21,"6",137100000,137200000,"train","X0","bone","99.",22,"6",159900000,1.6e+08,"train","X0","bone","99.",23,"6",169300000,169400000,"train","X0","bone","99.",24,"7",5200000,5300000,"train","X0","bone","99.",25,"6",80600000,80700000,"train","X0","bone","99.",26,"6",84400000,84500000,"train","X0","bone","99.",27,"6",147700000,147800000,"train","X0","bone","99.",28,"6",87400000,87500000,"train","X0","bone","99.",29,"6",157600000,157700000,"train","X0","bone","99.",30
"412","6",159300000,159400000,"train","X0","bone","99.",1,"6",137500000,137600000,"train","X0","bone","99.",2,"6",147700000,147800000,"train","X0","bone","99.",3,"6",79800000,79900000,"train","X0","bone","99.",4,"6",137500000,137600000,"train","X0","bone","99.",5,"7",1e+05,2e+05,"train","X0","bone","99.",6,"6",1.6e+08,160100000,"train","X0","bone","99.",7,"7",9e+05,1e+06,"train","X0","bone","99.",8,"6",1.6e+08,160100000,"train","X0","bone","99.",9,"6",160600000,160700000,"train","X0","bone","99.",10,"6",78200000,78300000,"train","X0","bone","99.",11,"6",134500000,134600000,"train","X0","bone","99.",12,"7",1e+05,2e+05,"train","X0","bone","99.",13,"6",134500000,134600000,"train","X0","bone","99.",14,"6",97300000,97400000,"train","X0","bone","99.",15,"6",84400000,84500000,"train","X0","bone","99.",16,"6",159300000,159400000,"train","X0","bone","99.",17,"6",160700000,160800000,"train","X0","bone","99.",18,"6",160600000,160700000,"train","X0","bone","99.",19,"7",2800000,2900000,"train","X0","bone","99.",20,"6",159300000,159400000,"train","X0","bone","99.",21,"6",147700000,147800000,"train","X0","bone","99.",22,"6",160600000,160700000,"train","X0","bone","99.",23,"6",170300000,170400000,"train","X0","bone","99.",24,"7",9200000,9300000,"train","X0","bone","99.",25,"6",84400000,84500000,"train","X0","bone","99.",26,"6",90500000,90600000,"train","X0","bone","99.",27,"6",157400000,157500000,"train","X0","bone","99.",28,"6",92600000,92700000,"train","X0","bone","99.",29,"6",159900000,1.6e+08,"train","X0","bone","99.",30
"415","6",160600000,160700000,"train","X0","bone","99.",1,"6",147700000,147800000,"train","X0","bone","99.",2,"6",157400000,157500000,"train","X0","bone","99.",3,"6",8e+07,80100000,"train","X0","bone","99.",4,"6",159900000,1.6e+08,"train","X0","bone","99.",5,"7",9e+05,1e+06,"train","X0","bone","99.",6,"6",160600000,160700000,"train","X0","bone","99.",7,"7",1100000,1200000,"train","X0","bone","99.",8,"6",160600000,160700000,"train","X0","bone","99.",9,"6",165900000,1.66e+08,"train","X0","bone","99.",10,"6",79200000,79300000,"train","X0","bone","99.",11,"6",137100000,137200000,"train","X0","bone","99.",12,"7",9e+05,1e+06,"train","X0","bone","99.",13,"6",137100000,137200000,"train","X0","bone","99.",14,"6",115600000,115700000,"train","X0","bone","99.",15,"6",87400000,87500000,"train","X0","bone","99.",16,"6",159900000,1.6e+08,"train","X0","bone","99.",17,"6",165900000,1.66e+08,"train","X0","bone","99.",18,"6",160700000,160800000,"train","X0","bone","99.",19,"7",6700000,6800000,"train","X0","bone","99.",20,"6",159900000,1.6e+08,"train","X0","bone","99.",21,"6",157400000,157500000,"train","X0","bone","99.",22,"6",160700000,160800000,"train","X0","bone","99.",23,"7",1e+05,2e+05,"train","X0","bone","99.",24,"7",13900000,1.4e+07,"train","X0","bone","99.",25,"6",87400000,87500000,"train","X0","bone","99.",26,"6",97300000,97400000,"train","X0","bone","99.",27,"6",157600000,157700000,"train","X0","bone","99.",28,"6",97300000,97400000,"train","X0","bone","99.",29,"6",1.6e+08,160100000,"train","X0","bone","99.",30
